skill_match_pct,market_demand_score,experience_normalized,num_in_demand_normalized,skill_diversity,gap_severity,missing_weight_normalized,matched_weight_normalized,employability_score,readiness_level
0.7041317096838311,0.4064725279801306,0.5626842940688849,0.2775994706187534,0.35830621366061816,0.6942785116937217,0.449566832082094,0.6555336359264653,60.755143290369425,Competitive
0.6447717257810859,0.5736397977524514,0.5454434666900632,0.43839307405465394,0.4653528144656167,0.3913498201718172,0.6498967376269823,0.3379286937470778,53.107515813510986,Developing
0.6850862521430592,0.6046738162880634,0.8207678751601617,0.2826834206299773,0.11192428024101508,0.4464561000414902,0.5513271034031964,0.44987937391348537,54.84653537080331,Developing
0.5047279391493802,0.7873628340586671,0.6345881379354518,0.5485153692164725,0.41733548132183923,0.25874451595769643,0.7976458120697053,0.44873359063967644,50.41298981261487,Developing
0.8961500779674313,0.26652860195602485,0.5087576734780719,0.13082591839611754,0.44708414743133534,0.9091194112921506,0.26928405458432336,0.8433901552382226,59.54153007992768,Developing
0.46587418975658984,0.8671436455070747,0.5666927085873179,0.5037013900490376,0.11631676619229418,0.19588901420511956,0.8511441287667739,0.40819657619545585,50.109099559964505,Developing
0.787983138871396,0.7419823905561547,0.47400362179563443,0.10353635151237699,0.33818145669667865,0.5208056167540598,0.5867019937646278,0.6042120302370251,63.04050717767042,Competitive
0.5570579753082402,0.5280210212802858,0.24253045998305184,0.7805056638473411,0.21195088803825857,0.37831124560295265,0.6915356746591468,0.44265201441772883,47.917847499098244,Developing
0.6111141042092154,0.6043054381071207,0.5846190949693519,0.351619224888276,0.35097498045538483,0.4478889710907261,0.7924678405443663,0.4710174453358025,55.26144481498112,Developing
0.7829657913549997,0.41968698621566897,0.4055146474804729,0.3252619851730365,0.3106353169734148,0.5308712664069141,0.5117169475039379,0.6072180578033751,55.18970144536381,Developing
0.855443167608288,0.622931576376296,0.31053652997651776,0.3163733848469059,0.41635807841439143,0.5556300635573358,0.3650275121132582,0.8263676878102755,55.26634329190074,Developing
0.43865955601357653,0.32010941238707674,0.38905858331164805,0.24310208940823003,0.46843840577593454,0.2632779100879371,0.567348639381339,0.39324044802327446,41.4957649230576,Developing
0.6857230738327963,0.5261165150609932,0.5841262938597409,0.5628791002836939,0.2848106531677454,0.534647363169558,0.5309149753502531,0.5264718053769815,56.25229614495177,Developing
0.6672770407917512,0.5401452212777695,0.6120968550190861,0.5884785501924206,0.3005615446377398,0.4855892179003034,0.6846105402964714,0.5834901394100689,61.23484841932221,Competitive
0.4383788804693165,0.6846834504681247,0.42889142001230796,0.4873052224164974,0.19601082014040494,0.30904479364318765,0.8853641294212623,0.5505512711454523,46.44311304496463,Developing
0.7214378420475358,0.4403389914832891,0.37651693789485247,0.19624759592184157,0.29537437408918,0.478023536885711,0.26688349043557946,0.44900422364269754,47.603419074529214,Developing
0.46896233452449776,0.3010203481570837,0.4890418317307166,0.33130078675916,0.16043676265248435,0.2952698540678628,0.6038855255628921,0.24403799109881244,36.963245257856464,Not Ready
0.6178444492472739,0.7693040952632156,0.6525044214187975,0.3029638306143582,0.49721827132167545,0.5675079459762941,0.47372052511728757,0.39031021404229416,57.46167711229872,Developing
0.5839880514046061,0.5804386259540821,0.3553988473911652,0.659141349032697,0.22627006928744792,0.4510026862483194,0.6186403255510791,0.368354628512258,53.46196982343994,Developing
0.6094677990394456,0.4696615185040772,0.6051579338420147,0.37928200073834484,0.26897026147673747,0.4994931812048604,0.5147249032788415,0.5254267423532728,48.58821077313405,Developing
0.5450767725054337,0.5264081372557234,0.29815163781543924,0.2749029140749773,0.22071317859233744,0.5468908754648247,0.6898941768925951,0.3401721283477277,48.41665159256119,Developing
0.7588010141018279,0.7196905683538806,0.5949387253024445,0.5210320228314692,0.2895845282607657,0.6725124697073251,0.6701245962559229,0.5599530949886635,68.59794892764864,Competitive
0.42837020973233425,0.4724561805611352,0.307557259752065,0.3654119774929111,0.16677752341410526,0.2655416010467424,0.8687328330197674,0.16078312278205925,37.487018512371755,Not Ready
0.6875247458487521,0.46712151774615646,0.1849445558697635,0.412715625394964,0.3521451944677106,0.44013371143918384,0.593786338567663,0.7549821184592432,46.59922548565724,Developing
0.5609655077543252,0.5237786752088427,0.24576227385746013,0.6841629316128929,0.10018752622642292,0.33469628858134703,0.6467692843298591,0.42057972890844547,48.31006688583095,Developing
0.6186987950275246,0.5428741946889811,0.21906929884086926,0.4926286353603727,0.04616575088698682,0.3647401829926535,0.6060172841341949,0.6084134315220655,47.577793120718695,Developing
0.6816003611976932,0.5384113210312438,0.29994707131391557,0.49116637051310585,0.3766645532487038,0.5674907963373297,0.7263849955925903,0.5258089468937064,56.953887302222256,Developing
0.5157327717178419,0.7802383627471438,0.3410139869372743,0.3063668331691077,0.21232246384424527,0.3685393828695701,0.6644695213138618,0.48665053153286064,43.209008327949974,Developing
0.6042768584479807,0.6438364760851524,0.25747159378845674,0.1841798867724418,0.1694500088228937,0.4150544932125342,0.9228939856530729,0.48905462019722107,43.62913353582534,Developing
0.6313247455241365,0.41849197889149614,0.596111714411405,0.7983167110445183,0.27244813005388235,0.507016804200658,0.598122168406315,0.5827840503286604,63.83412252470277,Competitive
0.5224150209173339,0.33112338183695933,0.28171995730512295,0.1296626041021625,0.42340254953743545,0.4916462401869826,0.7704344751113235,0.526759756476561,44.68365153512237,Developing
0.5612547000446482,0.38088360160411744,0.5502495954400066,0.44194534840623945,0.3450676450892186,0.5219297266359018,0.7075612731091419,0.27858269974486227,48.62286422248857,Developing
0.6731504669314157,0.6486778976533327,0.5699970098151347,0.652868453898676,0.32598260041115945,0.5940523038746827,0.4536168436940237,0.4671168835121876,55.84299479824091,Developing
0.3828792903223051,0.4814992209057871,0.15851628582563848,0.31925376160170676,0.23924261793234694,0.1773036534697236,0.752361043429506,0.34058319872775966,31.320127776320557,Not Ready
0.3464600235789288,0.42825451827328503,0.3592309713020708,0.43890504473178993,0.39432365405603187,0.35565791433289123,0.8110047235948736,0.4076030268566489,41.63475041546329,Developing
